# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val
0,0.71774915347,0.32000000000,0.05306267806,0.40000000000,0.21753246753,0.00000000000,0.00000000000,0.29712087159,0.40012055955
1,0.72216956864,0.44000000000,0.11930199430,0.36000000000,0.27922077922,0.00000000000,0.00000000000,0.30924912531,0.42142616156
2,0.71957669151,0.37333333333,0.13782051282,0.36000000000,0.18831168831,0.07843137255,0.11111111111,0.31243234044,0.39134611694
3,0.71630920993,0.42666666667,0.20014245014,0.36000000000,0.15584415584,0.04444444444,0.00000000000,0.35219006523,0.38194148216
4,0.71369881807,0.38666666667,0.09188034188,0.36000000000,0.22402597403,0.00000000000,0.00000000000,0.30246588083,0.40709082404
5,0.72013804500,0.46666666667,0.19408831909,0.32000000000,0.18506493506,0.00000000000,0.00000000000,0.32462315632,0.39295857057
6,0.71256650863,0.42666666667,0.16880341880,0.40000000000,0.07792207792,0.00000000000,0.00000000000,0.31819076063,0.36672210002
7,0.72085366273,0.44000000000,0.18625356125,0.36000000000,0.14285714286,0.04545454545,0.00000000000,0.32521414954,0.37889540654
8,0.71321723329,0.44000000000,0.30092592593,0.40000000000,0.25324675325,0.12500000000,0.11764705882,0.36353166069,0.48627785172
9,0.70928154105,0.40000000000,0.17699430199,0.40000000000,0.13311688312,0.00000000000,0.11764705882,0.32090641888,0.37874157028
10,0.71341174790,0.44000000000,0.18091168091,0.36000000000,0.26623376623,0.08695652174,0.00000000000,0.32691629909,0.41781066387
11,0.72005568816,0.46666666667,0.28739316239,0.24000000000,0.12337662338,0.09090909091,0.09523809524,0.36336691290,0.37464028816
12,0.71086887884,0.34666666667,0.13639601140,0.40000000000,0.20454545455,0.03921568627,0.00000000000,0.31077676804,0.40403024405
13,0.71199106461,0.44000000000,0.24465811966,0.40000000000,0.12337662338,0.08695652174,0.00000000000,0.35036652805,0.37523410681
14,0.71260384699,0.42666666667,0.30235042735,0.40000000000,0.27597402597,0.08510638298,0.11764705882,0.36270692193,0.42943646607
15,0.71488702554,0.37333333333,0.16488603989,0.40000000000,0.33116883117,0.00000000000,0.11764705882,0.31669158432,0.49607481234
16,0.70420747619,0.41333333333,0.24430199430,0.36000000000,0.11688311688,0.00000000000,0.00000000000,0.33703296902,0.37301570537
17,0.71492244250,0.52000000000,0.31125356125,0.36000000000,0.24025974026,0.21739130435,0.11111111111,0.37919012293,0.40617132871
18,0.69583753531,0.45333333333,0.40170940171,0.40000000000,0.34740259740,0.08888888889,0.11764705882,0.40057161138,0.49801021706
19,0.69402256863,0.40000000000,0.29665242165,0.36000000000,0.36363636364,0.08163265306,0.11111111111,0.35537037622,0.50578708464
20,0.70411512555,0.42666666667,0.24928774929,0.32000000000,0.12012987013,0.08510638298,0.10526315789,0.34214126192,0.37305021740
