# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val
0,0.73120419055,0.40000000000,0.10704125178,0.36000000000,0.26602564103,0.04255319149,0.00000000000,0.31511741171,0.38319177805
1,0.72018908692,0.42666666667,0.08285917496,0.48000000000,0.20192307692,0.00000000000,0.00000000000,0.31210288539,0.36122994248
2,0.72327547412,0.44000000000,0.10988620199,0.36000000000,0.11858974359,0.04545454545,0.00000000000,0.31672892208,0.33853391101
3,0.72173637156,0.33333333333,0.08001422475,0.32000000000,0.19551282051,0.00000000000,0.00000000000,0.30974065307,0.35973601786
4,0.71922582430,0.36000000000,0.15860597440,0.52000000000,0.28205128205,0.00000000000,0.14285714286,0.32698765928,0.50204398740
5,0.71416851235,0.37333333333,0.10419630156,0.36000000000,0.13461538462,0.04081632653,0.00000000000,0.31456449396,0.34282252698
6,0.72052571922,0.37333333333,0.15007112376,0.36000000000,0.16346153846,0.00000000000,0.00000000000,0.32489355800,0.35659958967
7,0.71985120439,0.37333333333,0.10206258890,0.32000000000,0.25000000000,0.00000000000,0.00000000000,0.31408458608,0.37811616051
8,0.71976362548,0.42666666667,0.12517780939,0.44000000000,0.30448717949,0.04444444444,0.00000000000,0.31969448802,0.40051991312
9,0.71801412958,0.46666666667,0.21159317212,0.36000000000,0.24038461538,0.09090909091,0.00000000000,0.38512667686,0.37025863275
10,0.72303352745,0.42666666667,0.11415362731,0.32000000000,0.10576923077,0.00000000000,0.00000000000,0.31595337883,0.33547112197
11,0.71870477235,0.36000000000,0.12162162162,0.44000000000,0.05128205128,0.04000000000,0.00000000000,0.31997458218,0.32719764219
12,0.71758537418,0.41333333333,0.19310099573,0.40000000000,0.12500000000,0.00000000000,0.00000000000,0.33677341545,0.34264840561
13,0.71901318654,0.36000000000,0.12446657183,0.48000000000,0.23397435897,0.00000000000,0.13333333333,0.31988909846,0.39013528736
14,0.71448126515,0.38666666667,0.19274537696,0.48000000000,0.17307692308,0.00000000000,0.13333333333,0.33509981764,0.41453857453
15,0.71474034665,0.42666666667,0.14900426743,0.52000000000,0.35576923077,0.00000000000,0.25000000000,0.32380838671,0.51765113991
16,0.70803267092,0.37333333333,0.15540540541,0.44000000000,0.41025641026,0.04081632653,0.00000000000,0.32508933231,0.46241193243
17,0.71067914949,0.44000000000,0.27382645804,0.48000000000,0.30448717949,0.12500000000,0.13333333333,0.36474117164,0.40599135778
18,0.71157111082,0.42666666667,0.22297297297,0.52000000000,0.33012820513,0.04444444444,0.25000000000,0.34415796725,0.49186229999
19,0.70953412287,0.37333333333,0.22155049787,0.40000000000,0.37179487179,0.04081632653,0.21052631579,0.34251255609,0.42386787303
20,0.70671725453,0.44000000000,0.16607396871,0.36000000000,0.18589743590,0.12500000000,0.00000000000,0.33055566683,0.35619251177
21,0.70988126657,0.44000000000,0.20768136558,0.36000000000,0.12179487179,0.04545454545,0.00000000000,0.33898294524,0.34011408468
22,0.71040147221,0.40000000000,0.25995732575,0.44000000000,0.36858974359,0.04255319149,0.12500000000,0.35572478377,0.41919057160
23,0.70817343699,0.46666666667,0.26386913229,0.44000000000,0.21474358974,0.13043478261,0.12500000000,0.37342202121,0.42788896842
24,0.71015159087,0.45333333333,0.27418207681,0.40000000000,0.36217948718,0.19607843137,0.00000000000,0.36385785065,0.41433721950
25,0.70609715357,0.45333333333,0.34139402560,0.48000000000,0.28205128205,0.08888888889,0.13333333333,0.39463074934,0.44516774927
26,0.71238294823,0.48000000000,0.25248933144,0.44000000000,0.41346153846,0.13333333333,0.00000000000,0.39404970091,0.44346807625
27,0.70792499659,0.46666666667,0.26991465149,0.44000000000,0.21474358974,0.16666666667,0.00000000000,0.37698768663,0.37256072195
28,0.70762999466,0.45333333333,0.24679943101,0.48000000000,0.31730769231,0.08888888889,0.00000000000,0.36774423177,0.39995664176
29,0.70814029857,0.42666666667,0.21301564723,0.48000000000,0.46474358974,0.00000000000,0.13333333333,0.33989773093,0.47155610915
30,0.70678972672,0.46666666667,0.27809388336,0.44000000000,0.45192307692,0.13043478261,0.12500000000,0.38016609553,0.46206118697
31,0.70335932718,0.52000000000,0.38477951636,0.40000000000,0.31089743590,0.14285714286,0.11764705882,0.42069665047,0.45387616855
32,0.70665874768,0.52000000000,0.39295874822,0.52000000000,0.37500000000,0.18181818182,0.14285714286,0.42754826408,0.48357831242
33,0.71061503967,0.50666666667,0.43563300142,0.48000000000,0.43589743590,0.13953488372,0.00000000000,0.45507195049,0.44987935171
34,0.70221993248,0.49333333333,0.34103840683,0.56000000000,0.39423076923,0.17391304348,0.26666666667,0.44543999923,0.54166462532
35,0.70469657431,0.40000000000,0.30156472262,0.48000000000,0.45512820513,0.04255319149,0.23529411765,0.37291469832,0.46593947214
36,0.70852174444,0.45333333333,0.47901849218,0.56000000000,0.41025641026,0.12765957447,0.26666666667,0.46787665710,0.61350286957
37,0.69680128622,0.52000000000,0.46266002845,0.44000000000,0.40384615385,0.18181818182,0.00000000000,0.47121291867,0.45499626420
38,0.69927856463,0.52000000000,0.57005689900,0.44000000000,0.38782051282,0.25000000000,0.22222222222,0.57294063853,0.50821499923
39,0.70258837185,0.50666666667,0.51422475107,0.56000000000,0.73717948718,0.21276595745,0.26666666667,0.49785845318,0.82166548024
40,0.70055116505,0.56000000000,0.50391180654,0.56000000000,0.44871794872,0.23255813953,0.26666666667,0.57108389957,0.57437370042
41,0.70176128842,0.50666666667,0.42140825036,0.48000000000,0.47115384615,0.21276595745,0.00000000000,0.45036771736,0.63564744502
42,0.69541123626,0.49333333333,0.38762446657,0.48000000000,0.50320512821,0.13636363636,0.13333333333,0.42798070439,0.54591161762
43,0.69169382757,0.46666666667,0.40967283073,0.52000000000,0.54487179487,0.04761904762,0.25000000000,0.44717040424,0.60330336156
44,0.69845654233,0.53333333333,0.53236130868,0.56000000000,0.57051282051,0.18604651163,0.35294117647,0.51617276286,0.66697873056
