# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val,bias
0,0.56285863002,0.50666666667,0.21736011478,0.20000000000,0.07291666667,0.00000000000,0.00000000000,0.30779712917,0.43436417742,0.00000000000
1,0.58623222387,0.46666666667,0.08751793400,0.24000000000,0.27430555556,0.00000000000,0.00000000000,0.28126728494,0.49420572825,0.00000000000
2,0.57162008387,0.44000000000,0.24282639885,0.28000000000,0.08680555556,0.00000000000,0.00000000000,0.31609207190,0.43916371815,0.00000000000
3,0.58400057320,0.41333333333,0.13737446198,0.28000000000,0.10763888889,0.00000000000,0.00000000000,0.29048151460,0.44431414493,0.00000000000
4,0.54528200061,0.48000000000,0.26398852224,0.28000000000,0.08333333333,0.04878048780,0.00000000000,0.32419600555,0.43704516167,0.00000000000
5,0.54480250978,0.44000000000,0.25215208034,0.32000000000,0.13541666667,0.04545454545,0.00000000000,0.34445776254,0.45856723131,0.00000000000
6,0.49794514443,0.48000000000,0.14060258250,0.36000000000,0.22222222222,0.00000000000,0.00000000000,0.28986100909,0.52581317725,0.00000000000
7,0.55266322128,0.50666666667,0.30738880918,0.32000000000,0.16666666667,0.09756097561,0.10526315789,0.35413413120,0.45995594488,0.00000000000
8,0.50203957162,0.46666666667,0.31025824964,0.36000000000,0.23611111111,0.09090909091,0.00000000000,0.34451693891,0.51815900017,0.00000000000
9,0.52509560065,0.57333333333,0.26219512195,0.32000000000,0.35763888889,0.11111111111,0.00000000000,0.37687671313,0.53152720059,0.00000000000
10,0.49706047537,0.57333333333,0.34971305595,0.36000000000,0.14583333333,0.23809523810,0.00000000000,0.42431808672,0.48817303085,0.00000000000
11,0.49794680773,0.53333333333,0.40459110473,0.36000000000,0.20138888889,0.10256410256,0.00000000000,0.40875353349,0.52394086067,0.00000000000
12,0.51102092682,0.56000000000,0.32962697274,0.36000000000,0.51041666667,0.15384615385,0.00000000000,0.40634887546,0.65616361467,0.00000000000
13,0.48493842382,0.53333333333,0.37625538020,0.36000000000,0.34722222222,0.05405405405,0.00000000000,0.37845564058,0.52130392182,0.00000000000
14,0.48116053197,0.56000000000,0.52690100430,0.40000000000,0.35763888889,0.10810810811,0.21052631579,0.50581110594,0.61142924180,0.00000000000
15,0.51771378049,0.52000000000,0.51362984218,0.32000000000,0.42361111111,0.14285714286,0.00000000000,0.45154092762,0.54729845329,0.00000000000
16,0.50208293014,0.54666666667,0.33715925395,0.36000000000,0.26388888889,0.05555555556,0.11111111111,0.38605353776,0.54352488873,0.00000000000
17,0.44171645450,0.54666666667,0.53012912482,0.36000000000,0.44791666667,0.05555555556,0.00000000000,0.50562281053,0.71619571045,0.00000000000
18,0.43881340770,0.53333333333,0.62912482066,0.40000000000,0.46527777778,0.00000000000,0.11764705882,0.60993078337,0.71070444577,0.00000000000
19,0.43580765717,0.54666666667,0.51183644189,0.40000000000,0.46527777778,0.00000000000,0.11764705882,0.52343455011,0.66406862501,0.00000000000
20,0.44229458230,0.57333333333,0.63271162123,0.36000000000,0.46180555556,0.11111111111,0.00000000000,0.65020467403,0.64223279252,0.00000000000
21,0.44978430233,0.56000000000,0.45086083214,0.36000000000,0.42013888889,0.10810810811,0.00000000000,0.47353163596,0.65989762591,0.00000000000
22,0.42541514174,0.57333333333,0.59289813486,0.36000000000,0.62500000000,0.11111111111,0.00000000000,0.64230856227,0.75844790795,0.00000000000
23,0.45661379491,0.58666666667,0.58034433286,0.32000000000,0.42708333333,0.16216216216,0.00000000000,0.68740784491,0.61205629551,0.00000000000
24,0.44532137629,0.54666666667,0.66606886657,0.36000000000,0.47916666667,0.00000000000,0.00000000000,0.72177165350,0.66764321805,0.00000000000
25,0.42423854207,0.54666666667,0.59648493544,0.36000000000,0.57291666667,0.05555555556,0.00000000000,0.56528336571,0.63588076392,0.00000000000
26,0.44002923939,0.57333333333,0.65028694405,0.36000000000,0.42708333333,0.11111111111,0.00000000000,0.67520436680,0.55531576460,0.00000000000
27,0.44257976749,0.56000000000,0.67503586801,0.36000000000,0.53819444444,0.05714285714,0.00000000000,0.70336771238,0.73600914945,0.00000000000
28,0.44075560884,0.56000000000,0.64239598278,0.36000000000,0.83680555556,0.05714285714,0.00000000000,0.66673353820,0.90979423789,0.00000000000
29,0.42861065558,0.54666666667,0.64167862267,0.36000000000,0.68055555556,0.00000000000,0.00000000000,0.62769917267,0.83217891075,0.00000000000
30,0.43094244221,0.54666666667,0.68974175036,0.36000000000,0.62500000000,0.00000000000,0.00000000000,0.74655800160,0.79894728508,0.00000000000
31,0.43655367132,0.54666666667,0.74354375897,0.36000000000,0.69097222222,0.00000000000,0.00000000000,0.75718084023,0.84150910813,0.00000000000
32,0.42746180564,0.54666666667,0.72130559541,0.36000000000,0.75694444444,0.00000000000,0.00000000000,0.72859201093,0.81388597197,0.00000000000
33,0.43577880591,0.54666666667,0.74426111908,0.36000000000,0.71875000000,0.00000000000,0.00000000000,0.74677928694,0.86382129781,0.00000000000
34,0.42243378654,0.54666666667,0.83500717360,0.36000000000,0.73958333333,0.00000000000,0.00000000000,0.85377361032,0.85184352562,0.00000000000
35,0.43187877238,0.54666666667,0.70373027260,0.36000000000,0.65625000000,0.00000000000,0.00000000000,0.72462334251,0.78992788612,0.00000000000
36,0.42369674018,0.54666666667,0.81276901004,0.36000000000,0.75000000000,0.00000000000,0.00000000000,0.82672959179,0.85611319854,0.00000000000
37,0.43323989197,0.54666666667,0.81492109039,0.36000000000,0.80208333333,0.00000000000,0.00000000000,0.85040219452,0.90157057562,0.00000000000
38,0.41765684313,0.54666666667,0.89275466284,0.36000000000,0.80555555556,0.00000000000,0.00000000000,0.87939270188,0.85616429897,0.00000000000
39,0.43253800522,0.54666666667,0.78730272597,0.36000000000,0.80902777778,0.00000000000,0.00000000000,0.82082437345,0.89385657496,0.00000000000
40,0.42387331568,0.54666666667,0.83500717360,0.36000000000,0.96527777778,0.00000000000,0.00000000000,0.85224201853,0.98431581439,0.00000000000
41,0.42182727169,0.56000000000,0.88199426112,0.36000000000,0.77430555556,0.05714285714,0.00000000000,0.88921903515,0.84546863880,0.00000000000
42,0.41914437744,0.56000000000,0.86190817791,0.36000000000,0.93055555556,0.05714285714,0.00000000000,0.88695105065,0.96982290940,0.00000000000
43,0.40690752680,0.54666666667,0.84146341463,0.36000000000,0.90972222222,0.00000000000,0.00000000000,0.89398535225,0.94255322904,0.00000000000
