# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val,bias
0,0.56104814370,0.44000000000,0.12015781923,0.44000000000,0.28819444444,0.00000000000,0.22222222222,0.28536326630,0.61726036259,0.00000000000
1,0.59649702069,0.46666666667,0.15710186514,0.24000000000,0.12500000000,0.00000000000,0.00000000000,0.29321507486,0.44892316692,0.00000000000
2,0.58027442845,0.41333333333,0.12338593974,0.24000000000,0.05902777778,0.00000000000,0.00000000000,0.28655444927,0.43203675955,0.00000000000
3,0.59012688382,0.44000000000,0.14167862267,0.28000000000,0.03819444444,0.00000000000,0.00000000000,0.29073389966,0.43086303540,0.00000000000
4,0.56822578975,0.42666666667,0.17180774749,0.32000000000,0.07986111111,0.00000000000,0.00000000000,0.29674102089,0.43947116194,0.00000000000
5,0.56270654278,0.40000000000,0.15494978479,0.32000000000,0.19444444444,0.04255319149,0.10526315789,0.29308992098,0.48287820679,0.00000000000
6,0.55189413022,0.46666666667,0.20624103300,0.20000000000,0.23611111111,0.04761904762,0.09090909091,0.30499241501,0.47893751753,0.00000000000
7,0.57713426372,0.40000000000,0.24641319943,0.32000000000,0.20138888889,0.08163265306,0.10526315789,0.31884350455,0.51816136035,0.00000000000
8,0.53905432300,0.38666666667,0.25753228121,0.32000000000,0.39236111111,0.11538461538,0.10526315789,0.32073603349,0.55071621526,0.00000000000
9,0.51519002872,0.49333333333,0.51470588235,0.32000000000,0.36111111111,0.24000000000,0.37037037037,0.43868178978,0.61113589547,0.00000000000
10,0.54336878078,0.49333333333,0.42934002869,0.44000000000,0.44791666667,0.26923076923,0.36363636364,0.41317685506,0.66457294549,0.00000000000
11,0.50742239730,0.54666666667,0.43723098996,0.64000000000,0.57638888889,0.22727272727,0.60869565217,0.44241917471,0.80376090449,0.00000000000
12,0.50742350229,0.42666666667,0.30272596844,0.36000000000,0.28819444444,0.21818181818,0.33333333333,0.34074671092,0.50701334374,0.00000000000
13,0.49481973741,0.48000000000,0.41248206600,0.40000000000,0.40972222222,0.23529411765,0.48275862069,0.45490717926,0.59783530729,0.00000000000
14,0.53946351097,0.38666666667,0.33715925395,0.36000000000,0.34722222222,0.14814814815,0.33333333333,0.35465853362,0.53982258586,0.00000000000
15,0.50504458451,0.46666666667,0.38773314204,0.40000000000,0.40625000000,0.16666666667,0.40000000000,0.44134048189,0.55617401317,0.00000000000
16,0.50863464217,0.34666666667,0.32460545194,0.32000000000,0.39583333333,0.10909090909,0.19047619048,0.34293074494,0.61778473176,0.00000000000
17,0.52717538413,0.38666666667,0.28873744620,0.44000000000,0.45138888889,0.14814814815,0.30000000000,0.33958275057,0.60558741943,0.00000000000
18,0.54078686627,0.45333333333,0.24282639885,0.32000000000,0.18402777778,0.16326530612,0.26086956522,0.31801203759,0.48402861888,0.00000000000
19,0.54286827939,0.49333333333,0.31994261119,0.32000000000,0.20138888889,0.17391304348,0.10526315789,0.37641705176,0.47178494191,0.00000000000
20,0.53483654962,0.44000000000,0.29698708752,0.28000000000,0.21875000000,0.16000000000,0.18181818182,0.36970315396,0.47636782704,0.00000000000
21,0.52576617937,0.41333333333,0.31420373027,0.36000000000,0.29513888889,0.04347826087,0.11111111111,0.36386918465,0.56858468790,0.00000000000
22,0.53596105424,0.49333333333,0.30487804878,0.40000000000,0.40972222222,0.13636363636,0.28571428571,0.37968434614,0.56959211649,0.00000000000
23,0.51772846345,0.46666666667,0.34361549498,0.36000000000,0.35416666667,0.16666666667,0.11111111111,0.35364890702,0.58193732228,0.00000000000
24,0.52681967547,0.49333333333,0.34002869440,0.28000000000,0.28819444444,0.13636363636,0.18181818182,0.38124806833,0.50084719721,0.00000000000
25,0.54843040251,0.50666666667,0.35007173601,0.52000000000,0.51736111111,0.09756097561,0.40000000000,0.41485152085,0.72016384962,0.00000000000
26,0.51877498218,0.56000000000,0.42037302726,0.36000000000,0.54861111111,0.19512195122,0.20000000000,0.41197510670,0.66489239062,0.00000000000
27,0.49916154089,0.53333333333,0.46341463415,0.40000000000,0.51736111111,0.22222222222,0.28571428571,0.47099994460,0.65888440141,0.00000000000
28,0.47579402836,0.48000000000,0.40781922525,0.48000000000,0.54861111111,0.20408163265,0.43478260870,0.39070483654,0.73467902244,0.00000000000
29,0.49498788314,0.50666666667,0.43687230990,0.40000000000,0.51736111111,0.21276595745,0.28571428571,0.45911026662,0.65011881106,0.00000000000
30,0.50598078283,0.54666666667,0.52510760402,0.44000000000,0.51041666667,0.34615384615,0.36363636364,0.48540186608,0.65976913531,0.00000000000
31,0.51854380361,0.46666666667,0.41571018651,0.52000000000,0.50694444444,0.20000000000,0.45454545455,0.38458657590,0.74589043549,0.00000000000
32,0.46611227623,0.52000000000,0.39705882353,0.36000000000,0.36458333333,0.25000000000,0.33333333333,0.41089481252,0.52736207371,0.00000000000
33,0.49378839740,0.54666666667,0.47919655667,0.52000000000,0.55208333333,0.29166666667,0.50000000000,0.48250599457,0.63834072572,0.00000000000
34,0.49277055993,0.49333333333,0.42754662841,0.44000000000,0.44791666667,0.29629629630,0.30000000000,0.39941687567,0.64066374697,0.00000000000
35,0.50823702440,0.53333333333,0.45982783357,0.52000000000,0.62847222222,0.36363636364,0.45454545455,0.43643735987,0.75621595744,0.00000000000
36,0.47984235425,0.46666666667,0.38199426112,0.60000000000,0.80902777778,0.16666666667,0.54545454545,0.38157587295,0.90827065403,0.00000000000
37,0.49591164248,0.57333333333,0.46126255380,0.44000000000,0.56250000000,0.33333333333,0.30000000000,0.50096359850,0.65882685393,0.00000000000
38,0.47258719796,0.54666666667,0.47812051650,0.52000000000,0.65972222222,0.29166666667,0.40000000000,0.44666919024,0.80236171389,0.00000000000
39,0.50386967402,0.56000000000,0.47955523673,0.40000000000,0.71180555556,0.23255813953,0.11764705882,0.45638593642,0.83054319960,0.00000000000
40,0.47532293778,0.53333333333,0.49569583931,0.52000000000,0.65972222222,0.22222222222,0.45454545455,0.48923517849,0.81907086455,0.00000000000
41,0.47416126537,0.52000000000,0.54913916786,0.44000000000,0.56944444444,0.05263157895,0.36363636364,0.50200252808,0.72514930642,0.00000000000
42,0.44891444377,0.62666666667,0.62338593974,0.44000000000,0.52430555556,0.33333333333,0.22222222222,0.64481266787,0.74532457074,0.00000000000
43,0.46530325859,0.54666666667,0.53658536585,0.44000000000,0.63194444444,0.29166666667,0.30000000000,0.53066583022,0.74565931916,0.00000000000
44,0.45435073056,0.53333333333,0.49533715925,0.40000000000,0.43750000000,0.14634146341,0.21052631579,0.47465709854,0.63740243873,0.00000000000
45,0.44413404527,0.60000000000,0.59002869440,0.60000000000,0.70138888889,0.25000000000,0.54545454545,0.59151282658,0.84858384075,0.00000000000
46,0.43620450877,0.57333333333,0.57890961263,0.48000000000,0.66666666667,0.15789473684,0.38095238095,0.57644794898,0.81035729899,0.00000000000
47,0.43132066971,0.58666666667,0.59863701578,0.36000000000,0.78125000000,0.20512820513,0.00000000000,0.59150824629,0.87554752743,0.00000000000
48,0.43750449813,0.58666666667,0.68328550933,0.44000000000,0.69791666667,0.16216216216,0.22222222222,0.72236063864,0.81247406495,0.00000000000
49,0.44078298405,0.61333333333,0.67109038737,0.44000000000,0.53125000000,0.25641025641,0.22222222222,0.67035520313,0.68503293518,0.00000000000
50,0.42458066064,0.57333333333,0.66391678623,0.44000000000,0.76388888889,0.11111111111,0.22222222222,0.67710038630,0.87744305918,0.00000000000
51,0.44133092684,0.60000000000,0.63952654232,0.48000000000,0.74305555556,0.21052631579,0.31578947368,0.63806505489,0.86867347108,0.00000000000
52,0.46036683373,0.54666666667,0.65028694405,0.40000000000,0.82638888889,0.10526315789,0.11764705882,0.58428599275,0.90987215909,0.00000000000
53,0.39402583583,0.61333333333,0.74031563845,0.48000000000,0.81597222222,0.25641025641,0.31578947368,0.74693121171,0.91208916054,0.00000000000
54,0.41290640486,0.56000000000,0.70875179340,0.40000000000,0.74652777778,0.05714285714,0.11764705882,0.71098824555,0.83914334081,0.00000000000
55,0.39313470593,0.64000000000,0.76470588235,0.44000000000,0.89930555556,0.34146341463,0.22222222222,0.77683171068,0.94097032917,0.00000000000
56,0.40605706639,0.58666666667,0.80918220947,0.36000000000,0.89930555556,0.16216216216,0.00000000000,0.80629160720,0.95080996236,0.00000000000
57,0.39271079845,0.57333333333,0.78658536585,0.44000000000,0.72222222222,0.11111111111,0.22222222222,0.81036443797,0.82851240743,0.00000000000
58,0.40014006000,0.62666666667,0.82101865136,0.56000000000,0.90625000000,0.30000000000,0.47619047619,0.82317369038,0.94805033113,0.00000000000
59,0.38478883795,0.62666666667,0.88773314204,0.44000000000,0.96527777778,0.30000000000,0.22222222222,0.90855119083,0.98095311041,0.00000000000
60,0.38533148310,0.57333333333,0.88055954089,0.36000000000,0.81944444444,0.11111111111,0.00000000000,0.87969327348,0.89358596265,0.00000000000
61,0.38746521662,0.60000000000,0.84325681492,0.40000000000,0.80208333333,0.21052631579,0.11764705882,0.86415214951,0.89990707209,0.00000000000
62,0.40292043520,0.61333333333,0.87195121951,0.44000000000,0.87152777778,0.25641025641,0.22222222222,0.89510074894,0.93426005394,0.00000000000
63,0.39963729463,0.61333333333,0.88163558106,0.44000000000,0.91319444444,0.25641025641,0.22222222222,0.88231494465,0.95155011397,0.00000000000
64,0.41673153759,0.57333333333,0.93723098996,0.36000000000,0.87500000000,0.11111111111,0.00000000000,0.94277924489,0.93595540569,0.00000000000
65,0.37821797545,0.60000000000,0.87589670014,0.44000000000,0.93055555556,0.21052631579,0.22222222222,0.88564977646,0.96507251939,0.00000000000
66,0.40426566001,0.57333333333,0.95444763271,0.36000000000,0.80555555556,0.11111111111,0.00000000000,0.94864119628,0.90547717249,0.00000000000
67,0.38644071993,0.60000000000,0.83644189383,0.40000000000,0.87152777778,0.21052631579,0.11764705882,0.85527536023,0.93008762581,0.00000000000
68,0.39333915279,0.56000000000,0.81061692970,0.36000000000,0.91666666667,0.05714285714,0.00000000000,0.84592620855,0.96045158120,0.00000000000
69,0.38617724362,0.58666666667,0.93866571019,0.40000000000,0.82291666667,0.16216216216,0.11764705882,0.94549653532,0.91770098242,0.00000000000
70,0.41265018144,0.56000000000,0.90064562410,0.36000000000,0.93055555556,0.05714285714,0.00000000000,0.91019093918,0.96982290940,0.00000000000
71,0.40350147287,0.54666666667,0.94583931133,0.40000000000,0.92013888889,0.00000000000,0.11764705882,0.95088422432,0.95264958452,0.00000000000
