# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val
0,0.72611236895,0.38666666667,0.13157894737,0.40000000000,0.17307692308,0.04166666667,0.00000000000,0.32161567963,0.35273259618
1,0.72442025724,0.45333333333,0.15042674253,0.36000000000,0.10256410256,0.00000000000,0.00000000000,0.32550411467,0.33429671456
2,0.71290314741,0.37333333333,0.11735419630,0.36000000000,0.21794871795,0.00000000000,0.00000000000,0.31754510596,0.36518992068
3,0.71993105463,0.42666666667,0.12802275960,0.36000000000,0.22435897436,0.04444444444,0.00000000000,0.32046748484,0.36466427805
4,0.71622945779,0.34666666667,0.10348506401,0.44000000000,0.05769230769,0.00000000000,0.00000000000,0.31445401580,0.33000401693
5,0.72113689950,0.38666666667,0.12660028450,0.44000000000,0.24679487179,0.00000000000,0.12500000000,0.31837354243,0.38602515699
6,0.72104649621,0.38666666667,0.21799431010,0.44000000000,0.30128205128,0.04166666667,0.00000000000,0.34143250913,0.39290732405
7,0.71923844899,0.33333333333,0.16109530583,0.36000000000,0.22115384615,0.00000000000,0.11111111111,0.32702023351,0.36695300131
8,0.71498258834,0.38666666667,0.06721194879,0.48000000000,0.25320512821,0.04166666667,0.13333333333,0.30785463874,0.40402273214
9,0.71137305637,0.38666666667,0.23008534851,0.36000000000,0.21794871795,0.00000000000,0.11111111111,0.34531749080,0.37040718991
10,0.71045533568,0.46666666667,0.25746799431,0.44000000000,0.28205128205,0.16666666667,0.12500000000,0.37197693344,0.39792119208
11,0.71470248720,0.41333333333,0.16891891892,0.48000000000,0.29807692308,0.08333333333,0.13333333333,0.32920452765,0.45894723868
12,0.71490923235,0.38666666667,0.23115220484,0.52000000000,0.28525641026,0.04166666667,0.25000000000,0.34553560481,0.42805246861
13,0.70923290323,0.44000000000,0.22297297297,0.44000000000,0.40384615385,0.12500000000,0.12500000000,0.37003732994,0.43856992816
14,0.71059702652,0.50666666667,0.38015647226,0.44000000000,0.28205128205,0.27450980392,0.12500000000,0.44287975918,0.44613120692
15,0.70746358491,0.36000000000,0.22297297297,0.36000000000,0.28205128205,0.04000000000,0.00000000000,0.36663972874,0.38482728531
16,0.71522325067,0.38666666667,0.31258890469,0.48000000000,0.38461538462,0.04166666667,0.31578947368,0.37476347859,0.46710912886
17,0.70729634801,0.41333333333,0.32396870555,0.36000000000,0.40705128205,0.12000000000,0.00000000000,0.38168045430,0.43661818273
18,0.70535305746,0.42666666667,0.32219061166,0.44000000000,0.33653846154,0.15686274510,0.12500000000,0.38212265110,0.41181622674
19,0.70985109071,0.41333333333,0.36522048364,0.60000000000,0.49679487179,0.08333333333,0.37500000000,0.39536325340,0.61885287840
20,0.70435419406,0.44000000000,0.35668563300,0.32000000000,0.28525641026,0.08695652174,0.19047619048,0.39903223001,0.38728521004
21,0.70469603957,0.44000000000,0.36450924609,0.44000000000,0.37500000000,0.19230769231,0.12500000000,0.43322915555,0.44670573295
22,0.70075577095,0.42666666667,0.30974395448,0.40000000000,0.14102564103,0.12244897959,0.11764705882,0.41745948265,0.41327431062
23,0.70217752631,0.45333333333,0.33499288762,0.44000000000,0.54166666667,0.19607843137,0.22222222222,0.38618979309,0.55229910563
24,0.70045404110,0.49333333333,0.42247510669,0.56000000000,0.41666666667,0.29629629630,0.35294117647,0.44005710847,0.54533463869
25,0.70134631604,0.44000000000,0.37091038407,0.40000000000,0.24358974359,0.12500000000,0.21052631579,0.41003738309,0.37427491034
26,0.70454337520,0.48000000000,0.41358463727,0.36000000000,0.30448717949,0.23529411765,0.11111111111,0.42224535533,0.39633565436
27,0.69823690478,0.48000000000,0.46550497866,0.52000000000,0.61858974359,0.23529411765,0.33333333333,0.47482833888,0.65734044062
28,0.69555336292,0.48000000000,0.43563300142,0.48000000000,0.51282051282,0.23529411765,0.43478260870,0.46003176786,0.56372231262
29,0.70186443176,0.57333333333,0.52951635846,0.52000000000,0.59615384615,0.33333333333,0.25000000000,0.57284635103,0.65028689846
