# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val
0,0.72725719201,0.41333333333,0.19487908962,0.48000000000,0.19551282051,0.04347826087,0.13333333333,0.35063653428,0.33153325179
1,0.72133962237,0.41333333333,0.13620199147,0.28000000000,0.13461538462,0.00000000000,0.00000000000,0.33233969528,0.31046641014
2,0.72410512011,0.37333333333,0.13264580370,0.44000000000,0.08974358974,0.00000000000,0.00000000000,0.33112454849,0.30207022829
3,0.72202443029,0.48000000000,0.16642958748,0.40000000000,0.19551282051,0.09302325581,0.00000000000,0.36823139068,0.33206839490
4,0.71847568210,0.42666666667,0.16109530583,0.28000000000,0.00000000000,0.00000000000,0.00000000000,0.33795046444,0.29119020883
5,0.72386267541,0.42666666667,0.17034139403,0.40000000000,0.09294871795,0.04444444444,0.00000000000,0.34015159629,0.30147946342
6,0.71604357630,0.42666666667,0.15220483642,0.40000000000,0.04166666667,0.00000000000,0.00000000000,0.33593982979,0.29444494021
7,0.71524248955,0.37333333333,0.11273115220,0.40000000000,0.02564102564,0.00000000000,0.00000000000,0.32715748233,0.29270882910
8,0.71595041538,0.34666666667,0.09672830725,0.48000000000,0.15705128205,0.03921568627,0.00000000000,0.32379630676,0.31576075674
9,0.71801527768,0.42666666667,0.15504978663,0.44000000000,0.09935897436,0.00000000000,0.00000000000,0.33607944433,0.30332993073
10,0.71903203089,0.41333333333,0.12411095306,0.44000000000,0.11538461538,0.00000000000,0.00000000000,0.32917595142,0.30633978655
11,0.71765519116,0.42666666667,0.21941678521,0.44000000000,0.17628205128,0.04444444444,0.00000000000,0.35478080076,0.31987671267
12,0.71278347721,0.41333333333,0.19701280228,0.44000000000,0.15064102564,0.00000000000,0.00000000000,0.34674233072,0.31396955188
13,0.72277605259,0.42666666667,0.18741109531,0.48000000000,0.22435897436,0.04444444444,0.00000000000,0.34469191696,0.33126614327
14,0.72115696148,0.44000000000,0.24857752489,0.44000000000,0.22756410256,0.00000000000,0.12500000000,0.36333057045,0.33530760244
15,0.71215091390,0.40000000000,0.19985775249,0.36000000000,0.06730769231,0.04255319149,0.00000000000,0.34785235772,0.29787982232
16,0.71682450954,0.45333333333,0.25142247511,0.36000000000,0.20192307692,0.04651162791,0.00000000000,0.37570814862,0.32829723369
17,0.71095502752,0.41333333333,0.28769559033,0.44000000000,0.21153846154,0.08333333333,0.00000000000,0.37730387987,0.32881116308
18,0.71741126447,0.41333333333,0.26991465149,0.56000000000,0.19551282051,0.04347826087,0.15384615385,0.37065124015,0.39292287290
19,0.70360648256,0.45333333333,0.25035561878,0.52000000000,0.41346153846,0.16326530612,0.14285714286,0.39754932670,0.46067232689
20,0.71301824564,0.44000000000,0.30903271693,0.48000000000,0.46474358974,0.04545454545,0.13333333333,0.39227957647,0.45424401288
