# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val,bias
0,0.65402336094,0.41333333333,0.12195121951,0.60000000000,0.15972222222,0.00000000000,0.00000000000,0.36247016334,0.22589906289,0.00000000000
1,0.61261630995,0.40000000000,0.08285509326,0.48000000000,0.28819444444,0.00000000000,0.00000000000,0.35390249996,0.25825153250,0.00000000000
2,0.60136925739,0.45333333333,0.25860832138,0.48000000000,0.16319444444,0.08888888889,0.00000000000,0.41607874564,0.22477224710,0.00000000000
3,0.61266019153,0.30666666667,0.14167862267,0.40000000000,0.15277777778,0.00000000000,0.00000000000,0.36744974465,0.22791114119,0.00000000000
4,0.61157696937,0.36000000000,0.18041606887,0.64000000000,0.15625000000,0.04000000000,0.00000000000,0.37875177006,0.22459019013,0.00000000000
5,0.59025260840,0.36000000000,0.20875179340,0.64000000000,0.32986111111,0.04000000000,0.00000000000,0.38564703847,0.26465673679,0.00000000000
6,0.60466539452,0.38666666667,0.14418938307,0.56000000000,0.05555555556,0.08000000000,0.00000000000,0.36961631566,0.21061625297,0.00000000000
7,0.59069948780,0.37333333333,0.23529411765,0.56000000000,0.40972222222,0.04081632653,0.15384615385,0.40140580264,0.30505395571,0.00000000000
8,0.56956536822,0.38666666667,0.20408895265,0.44000000000,0.26041666667,0.08000000000,0.12500000000,0.39266627095,0.24734437502,0.00000000000
9,0.57708842701,0.42666666667,0.32065997131,0.56000000000,0.34722222222,0.15686274510,0.15384615385,0.43559365139,0.29572450697,0.00000000000
10,0.58879077591,0.37333333333,0.30057388809,0.48000000000,0.29861111111,0.14545454545,0.13333333333,0.41522223094,0.25708019812,0.00000000000
11,0.57282249063,0.40000000000,0.36262553802,0.60000000000,0.32291666667,0.11764705882,0.28571428571,0.44875948707,0.36802655764,0.00000000000
12,0.55121992737,0.44000000000,0.37015781923,0.48000000000,0.33680555556,0.30000000000,0.13333333333,0.46061457593,0.27847195402,0.00000000000
13,0.56455189667,0.45333333333,0.38414634146,0.48000000000,0.35416666667,0.28070175439,0.23529411765,0.47257380929,0.28285632415,0.00000000000
14,0.55089602363,0.34666666667,0.39275466284,0.68000000000,0.51388888889,0.14035087719,0.33333333333,0.45246988395,0.49983788248,0.00000000000
15,0.55661438158,0.53333333333,0.57747489240,0.56000000000,0.39930555556,0.40677966102,0.35294117647,0.63211556433,0.33620099925,0.00000000000
16,0.55293320303,0.38666666667,0.42575322812,0.36000000000,0.22916666667,0.30303030303,0.11111111111,0.46580442062,0.23843671064,0.00000000000
17,0.52188502798,0.41333333333,0.43723098996,0.44000000000,0.43750000000,0.33333333333,0.30000000000,0.48353000888,0.31218438014,0.00000000000
18,0.49360998567,0.44000000000,0.47776183644,0.36000000000,0.37500000000,0.46153846154,0.27272727273,0.58645780161,0.44703455501,0.00000000000
19,0.49586504294,0.52000000000,0.47596843615,0.40000000000,0.44444444444,0.51351351351,0.40000000000,0.55125679163,0.39589919364,0.00000000000
20,0.52856451335,0.53333333333,0.51972740316,0.56000000000,0.59027777778,0.52054794521,0.47619047619,0.61618940389,0.59708138811,0.00000000000
21,0.52397318479,0.50666666667,0.51434720230,0.40000000000,0.34027777778,0.54320987654,0.28571428571,0.56074462000,0.27510624786,0.00000000000
22,0.51702046710,0.54666666667,0.48098995696,0.56000000000,0.54861111111,0.54054054054,0.47619047619,0.56376858139,0.46473915975,0.00000000000
23,0.51030457903,0.56000000000,0.52008608321,0.52000000000,0.52083333333,0.60240963855,0.40000000000,0.56244930031,0.45465167873,0.00000000000
24,0.49517000149,0.48000000000,0.45588235294,0.48000000000,0.51041666667,0.51851851852,0.38095238095,0.53718655669,0.51976671773,0.00000000000
25,0.49853605639,0.45333333333,0.45157819225,0.36000000000,0.56944444444,0.50602409639,0.38461538462,0.56682164403,0.55288258477,0.00000000000
26,0.49129300036,0.49333333333,0.47632711621,0.56000000000,0.50000000000,0.55813953488,0.47619047619,0.59523762649,0.42349478219,0.00000000000
27,0.46857585056,0.58666666667,0.60365853659,0.56000000000,0.52777777778,0.61728395062,0.42105263158,0.59854412320,0.46680569727,0.00000000000
28,0.49863924338,0.53333333333,0.55129124821,0.44000000000,0.43402777778,0.54545454545,0.41666666667,0.65645338668,0.39935845206,0.00000000000
