# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val,f1_train,f1_val,auc_pr_train,auc_pr_val,bias
0,0.59754380150,0.41333333333,0.14779202279,0.36000000000,0.10389610390,0.00000000000,0.00000000000,0.31400880774,0.37138818373,0.00000000000
1,0.61585979298,0.37333333333,0.09116809117,0.40000000000,0.18831168831,0.00000000000,0.00000000000,0.30327261145,0.39585025524,0.00000000000
2,0.57080598704,0.42666666667,0.13497150997,0.32000000000,0.29545454545,0.04444444444,0.00000000000,0.31022371350,0.42295036207,0.00000000000
3,0.61456233699,0.40000000000,0.29843304843,0.36000000000,0.10389610390,0.04255319149,0.00000000000,0.36056834823,0.37125613729,0.00000000000
4,0.57494227572,0.38666666667,0.20121082621,0.40000000000,0.33441558442,0.00000000000,0.28571428571,0.32568113695,0.54543384589,0.00000000000
5,0.56373793643,0.40000000000,0.23041310541,0.20000000000,0.20129870130,0.04255319149,0.00000000000,0.33597946558,0.39611378677,0.00000000000
6,0.58349760828,0.48000000000,0.22720797721,0.44000000000,0.16883116883,0.09302325581,0.00000000000,0.35998126925,0.39020094424,0.00000000000
7,0.55470409831,0.41333333333,0.34829059829,0.40000000000,0.28571428571,0.08333333333,0.11764705882,0.37842328544,0.43688206194,0.00000000000
8,0.56489312994,0.40000000000,0.31303418803,0.32000000000,0.20454545455,0.15094339623,0.00000000000,0.36129194503,0.39945362810,0.00000000000
9,0.55401128444,0.56000000000,0.30982905983,0.36000000000,0.33116883117,0.19512195122,0.00000000000,0.43264479981,0.44443150547,0.00000000000
10,0.52105078879,0.42666666667,0.23397435897,0.40000000000,0.25324675325,0.08510638298,0.11764705882,0.33603311788,0.47086712940,0.00000000000
11,0.56074787953,0.42666666667,0.25462962963,0.40000000000,0.28571428571,0.08510638298,0.11764705882,0.37105378789,0.43367996430,0.00000000000
12,0.53980076702,0.42666666667,0.27029914530,0.40000000000,0.38961038961,0.08510638298,0.28571428571,0.34987147056,0.45637304227,0.00000000000
13,0.54553791986,0.48000000000,0.38069800570,0.36000000000,0.39935064935,0.20408163265,0.00000000000,0.46768362515,0.46959384990,0.00000000000
14,0.54975583914,0.45333333333,0.33760683761,0.36000000000,0.27922077922,0.16326530612,0.11111111111,0.38852234621,0.48002120875,0.00000000000
15,0.51774596051,0.42666666667,0.27849002849,0.32000000000,0.30844155844,0.15686274510,0.00000000000,0.36787195613,0.42916273367,0.00000000000
16,0.53532719197,0.41333333333,0.22186609687,0.32000000000,0.12987012987,0.08333333333,0.10526315789,0.33355919215,0.38132276362,0.00000000000
17,0.55058734544,0.42666666667,0.28276353276,0.36000000000,0.23051948052,0.18867924528,0.11111111111,0.40402788449,0.40705907303,0.00000000000
18,0.53779837931,0.44000000000,0.29059829060,0.36000000000,0.15259740260,0.08695652174,0.00000000000,0.35629767606,0.38111771138,0.00000000000
19,0.53402238136,0.42666666667,0.27706552707,0.32000000000,0.43181818182,0.21818181818,0.10526315789,0.35767775765,0.47457646906,0.00000000000
20,0.52589804335,0.57333333333,0.50178062678,0.28000000000,0.30194805195,0.46666666667,0.18181818182,0.52319898384,0.49966293186,0.00000000000
21,0.53785604487,0.48000000000,0.39886039886,0.60000000000,0.56818181818,0.31578947368,0.54545454545,0.44212047362,0.63728815435,0.00000000000
22,0.51494897060,0.44000000000,0.41132478632,0.44000000000,0.37012987013,0.27586206897,0.30000000000,0.44791198118,0.55956768326,0.00000000000
23,0.52619204585,0.54666666667,0.46616809117,0.40000000000,0.45129870130,0.43333333333,0.34782608696,0.51535747097,0.60715287939,0.00000000000
24,0.50478370970,0.41333333333,0.31410256410,0.44000000000,0.39610389610,0.21428571429,0.36363636364,0.36534217991,0.52942123460,0.00000000000
25,0.50127991993,0.49333333333,0.47863247863,0.40000000000,0.29220779221,0.32142857143,0.11764705882,0.56333576240,0.42935113366,0.00000000000
26,0.51409264193,0.49333333333,0.48361823362,0.36000000000,0.25974025974,0.34482758621,0.20000000000,0.45960239669,0.41444528604,0.00000000000
27,0.52135607565,0.44000000000,0.37820512821,0.44000000000,0.39285714286,0.36363636364,0.30000000000,0.41959509457,0.47014011831,0.00000000000
28,0.52088672995,0.42666666667,0.40990028490,0.44000000000,0.42207792208,0.21818181818,0.46153846154,0.42216062254,0.56871775040,0.00000000000
29,0.50140483355,0.53333333333,0.52991452991,0.36000000000,0.20454545455,0.38596491228,0.11111111111,0.57617368775,0.39956823198,0.00000000000
30,0.51240089171,0.52000000000,0.51887464387,0.44000000000,0.39935064935,0.40000000000,0.36363636364,0.51106529095,0.47532184861,0.00000000000
31,0.51170496618,0.46666666667,0.48076923077,0.28000000000,0.34740259740,0.35483870968,0.25000000000,0.46831468248,0.49548088238,0.00000000000
32,0.52735639827,0.46666666667,0.45263532764,0.40000000000,0.39935064935,0.33333333333,0.28571428571,0.45448583773,0.47595387767,0.00000000000
33,0.49353922128,0.52000000000,0.45405982906,0.52000000000,0.57142857143,0.43750000000,0.50000000000,0.47096515672,0.57695125400,0.00000000000
34,0.51739426555,0.54666666667,0.51460113960,0.40000000000,0.32467532468,0.41379310345,0.34782608696,0.58375770047,0.51509295953,0.00000000000
35,0.50559588559,0.54666666667,0.51460113960,0.60000000000,0.56493506494,0.43333333333,0.61538461538,0.47833292336,0.64133012317,0.00000000000
36,0.50675520564,0.36000000000,0.32977207977,0.44000000000,0.40584415584,0.29411764706,0.41666666667,0.42668816925,0.49280556422,0.00000000000
37,0.51615806592,0.50666666667,0.55484330484,0.40000000000,0.37662337662,0.39344262295,0.34782608696,0.56484880508,0.45526100376,0.00000000000
38,0.49780996629,0.50666666667,0.53098290598,0.52000000000,0.61363636364,0.43076923077,0.50000000000,0.60497934917,0.73245090531,0.00000000000
39,0.48791883073,0.52000000000,0.53668091168,0.28000000000,0.27922077922,0.51351351351,0.25000000000,0.55533275165,0.42217150595,0.00000000000
40,0.49962111400,0.52000000000,0.53810541311,0.56000000000,0.60714285714,0.45454545455,0.56000000000,0.54675429361,0.70164827695,0.00000000000
41,0.49525174330,0.46666666667,0.44693732194,0.32000000000,0.19480519481,0.44444444444,0.32000000000,0.45776186176,0.39306041292,0.00000000000
42,0.48038393960,0.53333333333,0.55769230769,0.52000000000,0.47727272727,0.54545454545,0.50000000000,0.56125372496,0.64736782479,0.00000000000
43,0.47096281247,0.54666666667,0.55876068376,0.48000000000,0.53571428571,0.50000000000,0.51851851852,0.56807894165,0.60776147275,0.00000000000
44,0.45186755510,0.58666666667,0.61467236467,0.60000000000,0.55844155844,0.64367816092,0.64285714286,0.58713034488,0.69833964073,0.00000000000
