# exec_history,cost_history,accuracy_train_history,accuracy_val_history
0,0.61912486357,0.36000000000,0.48000000000
1,0.59161335355,0.42666666667,0.44000000000
2,0.62043500891,0.34666666667,0.44000000000
3,0.59462441982,0.44000000000,0.44000000000
4,0.58436152851,0.44000000000,0.44000000000
5,0.59652814920,0.32000000000,0.48000000000
6,0.57854370992,0.36000000000,0.40000000000
7,0.58067050093,0.33333333333,0.40000000000
8,0.58000735660,0.41333333333,0.48000000000
9,0.60324521792,0.42666666667,0.52000000000
10,0.56307772792,0.33333333333,0.56000000000
11,0.58397598617,0.37333333333,0.56000000000
12,0.57099018581,0.44000000000,0.48000000000
13,0.58178633846,0.38666666667,0.52000000000
14,0.56120746886,0.46666666667,0.52000000000
15,0.57918108581,0.40000000000,0.48000000000
16,0.61227620754,0.38666666667,0.48000000000
17,0.56175446039,0.44000000000,0.44000000000
18,0.56245983579,0.44000000000,0.48000000000
19,0.54703960200,0.37333333333,0.48000000000
20,0.57143066053,0.45333333333,0.48000000000
21,0.58391063028,0.46666666667,0.44000000000
22,0.55855294529,0.50666666667,0.40000000000
23,0.55470534254,0.38666666667,0.56000000000
24,0.58517267227,0.45333333333,0.52000000000
25,0.58727461213,0.48000000000,0.52000000000
26,0.57039660451,0.40000000000,0.52000000000
27,0.53274782051,0.46666666667,0.36000000000
28,0.50846442724,0.33333333333,0.48000000000
29,0.50375542227,0.48000000000,0.60000000000
30,0.53709468705,0.41333333333,0.36000000000
31,0.49888131656,0.46666666667,0.32000000000
32,0.56579262690,0.50666666667,0.48000000000
33,0.49917145110,0.48000000000,0.36000000000
34,0.51237365873,0.46666666667,0.40000000000
35,0.52940400929,0.40000000000,0.32000000000
36,0.50373627538,0.41333333333,0.56000000000
37,0.49941526599,0.53333333333,0.44000000000
38,0.51812666343,0.45333333333,0.64000000000
39,0.46674637815,0.53333333333,0.56000000000
40,0.49091589195,0.49333333333,0.44000000000
41,0.50039359426,0.45333333333,0.56000000000
42,0.47319045456,0.64000000000,0.48000000000
43,0.49708888053,0.48000000000,0.52000000000
44,0.47998883878,0.53333333333,0.44000000000
45,0.47595568429,0.65333333333,0.52000000000
46,0.47283947419,0.50666666667,0.52000000000
47,0.45156086984,0.60000000000,0.44000000000
48,0.48483474981,0.53333333333,0.56000000000
49,0.47587397798,0.57333333333,0.60000000000
50,0.47106579647,0.57333333333,0.64000000000
51,0.48397970478,0.48000000000,0.72000000000
52,0.48348294200,0.64000000000,0.64000000000
53,0.47157932997,0.50666666667,0.64000000000
54,0.45557140134,0.61333333333,0.72000000000
55,0.47000988569,0.61333333333,0.44000000000
56,0.45338208863,0.58666666667,0.36000000000
57,0.46086367836,0.53333333333,0.60000000000
58,0.47907663480,0.56000000000,0.52000000000
59,0.46107751780,0.53333333333,0.60000000000
60,0.45973226778,0.69333333333,0.60000000000
61,0.44967379308,0.76000000000,0.44000000000
62,0.43948485537,0.61333333333,0.48000000000
63,0.45025492503,0.64000000000,0.72000000000
64,0.43187801226,0.69333333333,0.56000000000
65,0.44368685565,0.57333333333,0.68000000000
66,0.44714451487,0.66666666667,0.60000000000
67,0.44705471514,0.72000000000,0.36000000000
68,0.46169770427,0.61333333333,0.76000000000
69,0.46199341696,0.65333333333,0.68000000000
70,0.43998248644,0.64000000000,0.56000000000
71,0.44027257948,0.68000000000,0.52000000000
72,0.45761453629,0.65333333333,0.64000000000
73,0.46419668052,0.65333333333,0.48000000000
74,0.44940098106,0.66666666667,0.60000000000
75,0.43287925948,0.68000000000,0.52000000000
76,0.43963497324,0.65333333333,0.60000000000
77,0.44274333334,0.66666666667,0.60000000000
78,0.42566268671,0.60000000000,0.64000000000
79,0.44478464527,0.62666666667,0.48000000000
80,0.43718168332,0.60000000000,0.60000000000
81,0.41097636752,0.64000000000,0.68000000000
82,0.42258591516,0.76000000000,0.52000000000
83,0.44469164665,0.76000000000,0.60000000000
84,0.39700985846,0.69333333333,0.72000000000
85,0.44654093581,0.70666666667,0.60000000000
86,0.39997057826,0.68000000000,0.68000000000
87,0.42415289964,0.68000000000,0.52000000000
88,0.41041859362,0.66666666667,0.72000000000
89,0.42186064159,0.69333333333,0.68000000000
90,0.40636222017,0.72000000000,0.60000000000
91,0.43955584187,0.64000000000,0.68000000000
92,0.40415864000,0.69333333333,0.80000000000
93,0.41516000357,0.69333333333,0.80000000000
94,0.43173538669,0.76000000000,0.64000000000
95,0.39708208592,0.80000000000,0.64000000000
96,0.41853220007,0.74666666667,0.68000000000
97,0.40847676102,0.65333333333,0.64000000000
98,0.41778201343,0.74666666667,0.76000000000
99,0.40829240894,0.78666666667,0.64000000000
100,0.43446206896,0.74666666667,0.72000000000
101,0.39539943425,0.68000000000,0.64000000000
102,0.41182966511,0.68000000000,0.80000000000
103,0.39572381086,0.74666666667,0.76000000000
104,0.40989622761,0.73333333333,0.76000000000
105,0.39068651474,0.72000000000,0.72000000000
106,0.40047561762,0.68000000000,0.72000000000
107,0.40468159665,0.78666666667,0.64000000000
108,0.37842591983,0.81333333333,0.76000000000
109,0.39258379313,0.70666666667,0.68000000000
110,0.40461632252,0.80000000000,0.56000000000
111,0.38430425800,0.80000000000,0.72000000000
112,0.39021830635,0.81333333333,0.88000000000
113,0.37535414101,0.74666666667,0.64000000000
114,0.36622505284,0.70666666667,0.68000000000
115,0.37940428948,0.77333333333,0.60000000000
116,0.37631980136,0.70666666667,0.64000000000
117,0.38585452224,0.74666666667,0.72000000000
118,0.37013303161,0.74666666667,0.64000000000
119,0.36473354328,0.70666666667,0.72000000000
120,0.38103177946,0.69333333333,0.84000000000
121,0.36040383215,0.69333333333,0.64000000000
122,0.36873130249,0.65333333333,0.60000000000
123,0.34901130151,0.69333333333,0.84000000000
124,0.34872018020,0.72000000000,0.80000000000
125,0.35241929414,0.70666666667,0.72000000000
126,0.39010003426,0.61333333333,0.68000000000
127,0.36093752492,0.80000000000,0.64000000000
128,0.35142069833,0.76000000000,0.72000000000
129,0.36699488349,0.76000000000,0.76000000000
130,0.36643768041,0.80000000000,0.76000000000
131,0.35139319645,0.74666666667,0.80000000000
132,0.34799453866,0.72000000000,0.72000000000
133,0.32859091960,0.66666666667,0.60000000000
134,0.33608983563,0.78666666667,0.92000000000
135,0.32377637549,0.74666666667,0.64000000000
136,0.34269638150,0.84000000000,0.68000000000
137,0.30884849563,0.78666666667,0.68000000000
138,0.33889288710,0.77333333333,0.72000000000
139,0.33937405331,0.85333333333,0.56000000000
140,0.30953126904,0.69333333333,0.80000000000
141,0.30427924012,0.81333333333,0.68000000000
142,0.31938954315,0.73333333333,0.64000000000
143,0.31461478563,0.64000000000,0.80000000000
144,0.29766887664,0.74666666667,0.76000000000
145,0.30918729833,0.73333333333,0.68000000000
146,0.31381608829,0.78666666667,0.72000000000
147,0.31584201101,0.78666666667,0.60000000000
148,0.33186836010,0.73333333333,0.64000000000
149,0.30164699515,0.80000000000,0.76000000000
150,0.31175100865,0.86666666667,0.68000000000
151,0.33192147222,0.66666666667,0.72000000000
152,0.29943511873,0.74666666667,0.68000000000
153,0.31861709069,0.82666666667,0.72000000000
154,0.31122833552,0.80000000000,0.76000000000
155,0.31285771782,0.82666666667,0.88000000000
156,0.30128455077,0.76000000000,0.76000000000
157,0.28310361033,0.78666666667,0.80000000000
158,0.30540438311,0.80000000000,0.88000000000
