# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val
0,0.60856882051,0.40000000000,0.17318634424,0.48000000000,0.14743589744
1,0.60286409634,0.37333333333,0.12233285917,0.24000000000,0.03205128205
2,0.58489815485,0.41333333333,0.12695590327,0.48000000000,0.06410256410
3,0.62641630761,0.37333333333,0.14580369844,0.48000000000,0.06089743590
4,0.59249765411,0.38666666667,0.08534850640,0.44000000000,0.16346153846
5,0.59891707865,0.41333333333,0.14046941679,0.40000000000,0.12500000000
6,0.59352527732,0.44000000000,0.15967283073,0.40000000000,0.24038461538
7,0.58448042190,0.38666666667,0.10419630156,0.40000000000,0.17307692308
8,0.57653069941,0.46666666667,0.22901849218,0.44000000000,0.10256410256
9,0.55614808273,0.41333333333,0.17674253201,0.32000000000,0.09294871795
10,0.57780245574,0.37333333333,0.20128022760,0.40000000000,0.23717948718
11,0.57024959469,0.44000000000,0.21941678521,0.44000000000,0.17948717949
12,0.58273311499,0.41333333333,0.30512091038,0.40000000000,0.15705128205
13,0.57430859650,0.41333333333,0.13549075391,0.40000000000,0.24358974359
14,0.54079844914,0.41333333333,0.13122332859,0.36000000000,0.24038461538
15,0.54063380348,0.34666666667,0.15647226174,0.40000000000,0.21794871795
16,0.53550441889,0.45333333333,0.21443812233,0.48000000000,0.20833333333
17,0.52698744524,0.38666666667,0.19487908962,0.48000000000,0.37179487179
18,0.52490474869,0.41333333333,0.26137980085,0.48000000000,0.26282051282
19,0.52405031062,0.41333333333,0.32788051209,0.48000000000,0.29807692308
20,0.51626137779,0.42666666667,0.33463726885,0.52000000000,0.29807692308
21,0.50895073815,0.45333333333,0.32859174964,0.52000000000,0.25961538462
22,0.51135088404,0.42666666667,0.29765291607,0.48000000000,0.33653846154
23,0.50975210501,0.38666666667,0.25177809388,0.36000000000,0.32051282051
24,0.50894452548,0.44000000000,0.35419630156,0.52000000000,0.49038461538
25,0.50329179084,0.41333333333,0.37908961593,0.44000000000,0.42307692308
26,0.51001383651,0.50666666667,0.39722617354,0.44000000000,0.30769230769
27,0.50517181439,0.42666666667,0.37695590327,0.44000000000,0.44230769231
28,0.50845721321,0.53333333333,0.50106685633,0.44000000000,0.33653846154
29,0.50741219609,0.54666666667,0.51031294452,0.64000000000,0.60576923077
30,0.50511278977,0.45333333333,0.42816500711,0.36000000000,0.26282051282
31,0.50604395326,0.54666666667,0.51280227596,0.40000000000,0.30448717949
32,0.50698832604,0.52000000000,0.55049786629,0.56000000000,0.48397435897
33,0.50902538377,0.50666666667,0.48826458037,0.68000000000,0.62500000000
34,0.50580636400,0.52000000000,0.51315789474,0.48000000000,0.35256410256
35,0.50409254068,0.49333333333,0.53698435277,0.56000000000,0.64102564103
36,0.50523304956,0.50666666667,0.52738264580,0.68000000000,0.60897435897
37,0.50301305204,0.54666666667,0.59921763869,0.60000000000,0.58012820513
38,0.50351521493,0.49333333333,0.42745376956,0.48000000000,0.50961538462
39,0.50069553598,0.68000000000,0.66358463727,0.56000000000,0.54166666667
40,0.50505939727,0.50666666667,0.53093883357,0.52000000000,0.53525641026
41,0.50312757013,0.61333333333,0.65647226174,0.48000000000,0.49679487179
42,0.50301322785,0.58666666667,0.64438122333,0.56000000000,0.59615384615
43,0.50505855713,0.65333333333,0.66820768137,0.60000000000,0.72115384615
44,0.50182425805,0.49333333333,0.52631578947,0.68000000000,0.72756410256
45,0.50220451342,0.58666666667,0.61664295875,0.48000000000,0.41025641026
46,0.50499713101,0.61333333333,0.61806543385,0.60000000000,0.59935897436
47,0.50435582548,0.58666666667,0.62624466572,0.52000000000,0.50320512821
48,0.49991357986,0.57333333333,0.59886201991,0.72000000000,0.76923076923
49,0.50011103775,0.53333333333,0.54551920341,0.64000000000,0.75641025641
50,0.50280739432,0.53333333333,0.54943100996,0.52000000000,0.50961538462
51,0.49769729721,0.62666666667,0.67638691323,0.60000000000,0.58333333333
52,0.49940056248,0.57333333333,0.57005689900,0.60000000000,0.55769230769
53,0.49777059751,0.65333333333,0.69274537696,0.68000000000,0.69871794872
54,0.49860669098,0.62666666667,0.68741109531,0.56000000000,0.59615384615
55,0.49865380228,0.62666666667,0.62019914651,0.60000000000,0.66666666667
56,0.49410999466,0.64000000000,0.65682788051,0.64000000000,0.68589743590
57,0.49048861523,0.52000000000,0.57112375533,0.72000000000,0.77564102564
58,0.48131195437,0.68000000000,0.75000000000,0.60000000000,0.50000000000
59,0.47655667125,0.62666666667,0.72119487909,0.80000000000,0.83974358974
60,0.48283580097,0.66666666667,0.73435277383,0.60000000000,0.64743589744
