# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val
0,0.60628712016,0.44000000000,0.10881934566,0.40000000000,0.14743589744
1,0.58120350372,0.38666666667,0.13300142248,0.36000000000,0.17307692308
2,0.59131662023,0.38666666667,0.14260312945,0.44000000000,0.28205128205
3,0.57510103538,0.42666666667,0.17034139403,0.28000000000,0.16025641026
4,0.54401475105,0.42666666667,0.15469416785,0.44000000000,0.16025641026
5,0.54114632004,0.45333333333,0.11201991465,0.36000000000,0.12179487179
6,0.54406983282,0.45333333333,0.17460881935,0.44000000000,0.35897435897
7,0.56717717437,0.38666666667,0.21479374111,0.32000000000,0.09294871795
8,0.58745521585,0.41333333333,0.22972972973,0.40000000000,0.32051282051
9,0.58287759887,0.42666666667,0.24608819346,0.40000000000,0.35897435897
10,0.57459262946,0.44000000000,0.18918918919,0.40000000000,0.12500000000
11,0.54709927799,0.41333333333,0.20021337127,0.44000000000,0.29166666667
12,0.53876464323,0.36000000000,0.21372688478,0.40000000000,0.24358974359
13,0.54390052459,0.48000000000,0.28698435277,0.48000000000,0.32692307692
14,0.58283296557,0.41333333333,0.19985775249,0.32000000000,0.14743589744
15,0.55176259546,0.50666666667,0.42460881935,0.32000000000,0.27564102564
16,0.52047679547,0.38666666667,0.31756756757,0.52000000000,0.33974358974
17,0.54676201657,0.48000000000,0.43705547653,0.40000000000,0.22435897436
18,0.52638591722,0.45333333333,0.42674253201,0.40000000000,0.37500000000
19,0.53003287695,0.46666666667,0.36166429587,0.32000000000,0.16025641026
20,0.50039582045,0.50666666667,0.39153627312,0.48000000000,0.28846153846
21,0.51110636336,0.49333333333,0.45625889047,0.40000000000,0.31410256410
22,0.48532326831,0.52000000000,0.48968705548,0.40000000000,0.44230769231
23,0.49696148239,0.48000000000,0.37660028450,0.36000000000,0.30769230769
24,0.48631418087,0.60000000000,0.56152204836,0.52000000000,0.59294871795
25,0.47241754560,0.49333333333,0.44025604552,0.44000000000,0.42307692308
26,0.48246913435,0.56000000000,0.51564722617,0.52000000000,0.47115384615
27,0.48383938083,0.52000000000,0.50817923186,0.48000000000,0.35576923077
28,0.46961914834,0.61333333333,0.54551920341,0.48000000000,0.51923076923
29,0.46703335283,0.46666666667,0.48221906117,0.44000000000,0.45192307692
30,0.48441968040,0.53333333333,0.48541963016,0.60000000000,0.80128205128
31,0.48204644458,0.56000000000,0.50711237553,0.36000000000,0.30448717949
32,0.47630097143,0.45333333333,0.52702702703,0.36000000000,0.31410256410
33,0.49182466031,0.65333333333,0.63300142248,0.48000000000,0.41025641026
34,0.47738245340,0.57333333333,0.55156472262,0.56000000000,0.59615384615
35,0.47765835402,0.57333333333,0.65220483642,0.52000000000,0.46474358974
36,0.49303037811,0.56000000000,0.67247510669,0.44000000000,0.47115384615
37,0.48561232051,0.58666666667,0.71621621622,0.52000000000,0.67628205128
38,0.45869585737,0.61333333333,0.60846372688,0.48000000000,0.56089743590
39,0.47048788319,0.57333333333,0.64260312945,0.48000000000,0.50000000000
40,0.48380655572,0.54666666667,0.60561877667,0.44000000000,0.35576923077
41,0.45066978606,0.60000000000,0.59459459459,0.56000000000,0.65705128205
42,0.47100083852,0.66666666667,0.74928876245,0.52000000000,0.39743589744
43,0.46316426760,0.58666666667,0.57041251778,0.56000000000,0.57371794872
44,0.44624235124,0.53333333333,0.62695590327,0.48000000000,0.60576923077
45,0.42769391414,0.57333333333,0.69345661451,0.52000000000,0.53846153846
46,0.44785291328,0.56000000000,0.63940256046,0.48000000000,0.44551282051
47,0.44755744336,0.58666666667,0.62482219061,0.48000000000,0.54166666667
