# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val
0,0.60970977839,0.37333333333,0.10455192034,0.40000000000,0.20192307692
1,0.58133440785,0.38666666667,0.08819345661,0.32000000000,0.13141025641
2,0.57843506917,0.45333333333,0.13726884780,0.44000000000,0.09615384615
3,0.60210649146,0.44000000000,0.11059743954,0.40000000000,0.13461538462
4,0.56404383283,0.37333333333,0.16109530583,0.44000000000,0.20512820513
5,0.59282853856,0.37333333333,0.10561877667,0.44000000000,0.08653846154
6,0.57322856771,0.41333333333,0.09566145092,0.40000000000,0.20192307692
7,0.58160105404,0.42666666667,0.16287339972,0.32000000000,0.13461538462
8,0.58349316435,0.48000000000,0.15078236131,0.24000000000,0.24679487179
9,0.56604320388,0.37333333333,0.13975817923,0.48000000000,0.31089743590
10,0.56382907841,0.41333333333,0.12197724040,0.32000000000,0.06410256410
11,0.53100928114,0.41333333333,0.11059743954,0.32000000000,0.23076923077
12,0.51560859381,0.37333333333,0.18954480797,0.36000000000,0.31089743590
13,0.51238942515,0.40000000000,0.22972972973,0.28000000000,0.16987179487
14,0.50256101508,0.45333333333,0.36379800853,0.48000000000,0.55128205128
15,0.50019186629,0.22666666667,0.19487908962,0.48000000000,0.49038461538
16,0.49913130667,0.45333333333,0.48470839260,0.44000000000,0.50000000000
17,0.49929491710,0.32000000000,0.26849217639,0.52000000000,0.41025641026
18,0.50105454545,0.45333333333,0.43954480797,0.32000000000,0.34935897436
19,0.49626848648,0.50666666667,0.54160739687,0.56000000000,0.58012820513
20,0.49734076847,0.36000000000,0.39260312945,0.52000000000,0.52243589744
21,0.49414611242,0.40000000000,0.38477951636,0.32000000000,0.29487179487
22,0.49444894358,0.46666666667,0.45092460882,0.52000000000,0.62820512821
23,0.49368421485,0.52000000000,0.49502133713,0.56000000000,0.55448717949
24,0.49375874793,0.45333333333,0.35455192034,0.56000000000,0.55448717949
25,0.49481698813,0.44000000000,0.44203413940,0.52000000000,0.48717948718
26,0.49454151658,0.50666666667,0.52275960171,0.52000000000,0.47756410256
27,0.49197204826,0.57333333333,0.49608819346,0.56000000000,0.57051282051
28,0.49226248056,0.44000000000,0.39189189189,0.44000000000,0.54487179487
29,0.49281104358,0.45333333333,0.48186344239,0.52000000000,0.63461538462
30,0.49362040776,0.53333333333,0.55014224751,0.44000000000,0.45512820513
31,0.49520764158,0.50666666667,0.49288762447,0.40000000000,0.42307692308
32,0.49194860071,0.41333333333,0.43954480797,0.56000000000,0.55448717949
33,0.49499281180,0.45333333333,0.46621621622,0.60000000000,0.61217948718
34,0.49196949633,0.46666666667,0.50924608819,0.36000000000,0.46153846154
35,0.49334147963,0.53333333333,0.57716927454,0.48000000000,0.43589743590
36,0.49424598142,0.52000000000,0.52240398293,0.68000000000,0.70512820513
37,0.49241869538,0.40000000000,0.42318634424,0.60000000000,0.59935897436
