# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val
0,0.61386191800,0.41333333333,0.13264580370,0.36000000000,0.16666666667
1,0.59213708151,0.42666666667,0.14935988620,0.32000000000,0.00000000000
2,0.61791471035,0.41333333333,0.16358463727,0.40000000000,0.04487179487
3,0.60948501520,0.45333333333,0.16536273115,0.48000000000,0.13782051282
4,0.59400509852,0.37333333333,0.11806543385,0.32000000000,0.15064102564
5,0.60342671809,0.44000000000,0.17638691323,0.44000000000,0.20512820513
6,0.60142778805,0.37333333333,0.22866287340,0.48000000000,0.13782051282
7,0.58138766079,0.38666666667,0.16073968706,0.40000000000,0.15384615385
8,0.58772773372,0.38666666667,0.15256045519,0.40000000000,0.12179487179
9,0.62302893348,0.36000000000,0.23257467994,0.40000000000,0.15705128205
10,0.57914980381,0.29333333333,0.16394025605,0.40000000000,0.06410256410
11,0.57821102892,0.37333333333,0.23435277383,0.40000000000,0.09294871795
12,0.57109026954,0.40000000000,0.25213371266,0.48000000000,0.31410256410
13,0.55214846345,0.41333333333,0.25248933144,0.56000000000,0.42307692308
14,0.55365280788,0.40000000000,0.22795163585,0.40000000000,0.32371794872
15,0.53158084252,0.46666666667,0.39615931721,0.44000000000,0.26602564103
16,0.53096511960,0.44000000000,0.24857752489,0.44000000000,0.27564102564
17,0.53304053726,0.44000000000,0.24679943101,0.40000000000,0.29487179487
18,0.51775095322,0.41333333333,0.27844950213,0.44000000000,0.19551282051
19,0.52098565940,0.44000000000,0.37553342817,0.44000000000,0.25000000000
20,0.52396396569,0.52000000000,0.39651493599,0.52000000000,0.41666666667
21,0.51674593283,0.41333333333,0.41963015647,0.40000000000,0.34935897436
22,0.51369054127,0.50666666667,0.43812233286,0.40000000000,0.29166666667
23,0.52634878553,0.38666666667,0.39082503556,0.44000000000,0.34935897436
24,0.52429676074,0.50666666667,0.44523470839,0.52000000000,0.33333333333
25,0.51587716426,0.41333333333,0.42389758179,0.64000000000,0.45833333333
26,0.50162059007,0.46666666667,0.43527738265,0.36000000000,0.37179487179
27,0.50953948945,0.50666666667,0.51778093883,0.48000000000,0.37500000000
28,0.52081097672,0.46666666667,0.38051209104,0.48000000000,0.43910256410
29,0.51682852000,0.52000000000,0.49857752489,0.40000000000,0.33012820513
30,0.51464570266,0.49333333333,0.43136557610,0.32000000000,0.27564102564
31,0.50109022612,0.53333333333,0.54871977240,0.64000000000,0.69230769231
32,0.50234526701,0.50666666667,0.51315789474,0.48000000000,0.32051282051
33,0.52017801732,0.53333333333,0.54445234708,0.48000000000,0.50000000000
34,0.50082389335,0.54666666667,0.53805120910,0.40000000000,0.46474358974
35,0.49889762788,0.54666666667,0.55049786629,0.56000000000,0.54807692308
36,0.50018966990,0.53333333333,0.54516358464,0.60000000000,0.51602564103
37,0.49840629361,0.45333333333,0.45768136558,0.44000000000,0.52243589744
38,0.48877148191,0.48000000000,0.52027027027,0.68000000000,0.68589743590
39,0.48610431859,0.62666666667,0.66891891892,0.48000000000,0.50000000000
40,0.49534329195,0.60000000000,0.67105263158,0.44000000000,0.41346153846
41,0.49254522331,0.65333333333,0.64082503556,0.52000000000,0.53846153846
42,0.48470431520,0.50666666667,0.57574679943,0.52000000000,0.50641025641
43,0.49209700753,0.54666666667,0.60988620199,0.48000000000,0.45512820513
44,0.49204704263,0.64000000000,0.69950213371,0.68000000000,0.66666666667
45,0.48750123041,0.69333333333,0.68812233286,0.64000000000,0.63782051282
46,0.49771132790,0.65333333333,0.70945945946,0.76000000000,0.75000000000
47,0.43628292232,0.69333333333,0.82325746799,0.48000000000,0.51602564103
48,0.46263025758,0.64000000000,0.70554765292,0.68000000000,0.67307692308
49,0.42240632744,0.64000000000,0.70376955903,0.68000000000,0.78205128205
50,0.41192198573,0.76000000000,0.87517780939,0.80000000000,0.76282051282
51,0.39679581803,0.72000000000,0.79018492176,0.64000000000,0.70192307692
52,0.39307684010,0.72000000000,0.79694167852,0.76000000000,0.78525641026
53,0.35066189139,0.81333333333,0.82183499289,0.68000000000,0.80769230769
54,0.39777847327,0.77333333333,0.86522048364,0.80000000000,0.82692307692
55,0.41913850654,0.64000000000,0.72297297297,0.64000000000,0.72115384615
56,0.40181561109,0.78666666667,0.84566145092,0.56000000000,0.58974358974
57,0.38707161595,0.74666666667,0.78876244666,0.68000000000,0.79166666667
58,0.39282801585,0.76000000000,0.83677098151,0.68000000000,0.83653846154
59,0.36716544031,0.81333333333,0.85135135135,0.68000000000,0.75320512821
60,0.38857988755,0.81333333333,0.84957325747,0.76000000000,0.87500000000
61,0.37206784241,0.77333333333,0.84957325747,0.72000000000,0.80128205128
62,0.37283134726,0.69333333333,0.76529160740,0.68000000000,0.70512820513
63,0.39327444185,0.72000000000,0.80938833570,0.68000000000,0.66987179487
64,0.38537766234,0.81333333333,0.85312944523,0.72000000000,0.79807692308
65,0.35107514576,0.76000000000,0.82219061166,0.88000000000,0.90705128205
66,0.36078347807,0.70666666667,0.83179231863,0.76000000000,0.73717948718
67,0.37770113908,0.76000000000,0.84779516358,0.80000000000,0.87179487179
68,0.37638725296,0.73333333333,0.83748221906,0.80000000000,0.87179487179
69,0.35917447624,0.69333333333,0.80049786629,0.64000000000,0.72115384615
70,0.37834186500,0.66666666667,0.81365576102,0.76000000000,0.75000000000
71,0.40314143869,0.68000000000,0.75462304410,0.56000000000,0.68589743590
72,0.34579590094,0.82666666667,0.89829302987,0.68000000000,0.93910256410
73,0.34825514140,0.86666666667,0.94985775249,0.64000000000,0.86538461538
74,0.34389541601,0.88000000000,0.94416785206,0.92000000000,0.94230769231
75,0.30815715780,0.89333333333,0.92674253201,0.84000000000,0.88782051282
76,0.33059569928,0.84000000000,0.92745376956,0.72000000000,0.86858974359
77,0.32599897877,0.82666666667,0.92425320057,0.76000000000,0.85256410256
78,0.30320050720,0.84000000000,0.90753911807,0.88000000000,0.96794871795
79,0.31327113558,0.86666666667,0.91465149360,0.88000000000,0.91025641026
80,0.31386663528,0.80000000000,0.90504978663,0.92000000000,0.97435897436
81,0.34549176254,0.88000000000,0.95270270270,0.72000000000,0.88782051282
82,0.32437428001,0.90666666667,0.96372688478,0.84000000000,0.84294871795
83,0.33724827171,0.96000000000,0.98435277383,0.88000000000,0.97115384615
84,0.30651983908,0.85333333333,0.92923186344,0.72000000000,0.78525641026
85,0.31936707017,0.84000000000,0.91998577525,0.76000000000,0.84935897436
86,0.31409284562,0.90666666667,0.98186344239,0.92000000000,0.91666666667
87,0.32257943492,0.89333333333,0.97724039829,0.84000000000,0.87179487179
88,0.29207526209,0.82666666667,0.92105263158,0.84000000000,0.91025641026
89,0.28215961188,0.85333333333,0.94238975818,0.88000000000,0.98076923077
90,0.26953809866,0.90666666667,0.95590327169,0.80000000000,0.94551282051
91,0.27543115208,0.88000000000,0.96443812233,0.88000000000,0.91666666667
92,0.28908497749,0.86666666667,0.94345661451,0.76000000000,0.83653846154
93,0.27857204034,0.89333333333,0.94310099573,0.84000000000,0.97756410256
94,0.30368479599,0.86666666667,0.94914651494,0.84000000000,0.94551282051
95,0.30171368869,0.85333333333,0.94132290185,0.88000000000,0.96153846154
96,0.28351664285,0.90666666667,0.96692745377,0.88000000000,0.96474358974
97,0.27049466552,0.88000000000,0.97155049787,0.88000000000,0.95833333333
98,0.26289517163,0.80000000000,0.93314366999,0.76000000000,0.98717948718
99,0.28697417222,0.84000000000,0.96301564723,0.84000000000,0.92307692308
100,0.30476084639,0.82666666667,0.96408250356,0.88000000000,0.95833333333
101,0.28443355430,0.82666666667,0.94879089616,0.80000000000,0.93589743590
102,0.25806915852,0.81333333333,0.92460881935,0.80000000000,0.95512820513
103,0.27129531221,0.81333333333,0.95697012802,0.72000000000,0.97115384615
