# exec_history,cost_history,accuracy_train_history,accuracy_val_history
99,0.30381253097,0.49333333333,0.56000000000
100,0.30432148959,0.50666666667,0.56000000000
101,0.29710368260,0.49333333333,0.56000000000
102,0.29808384048,0.49333333333,0.60000000000
103,0.28505007486,0.52000000000,0.56000000000
104,0.29602993120,0.49333333333,0.56000000000
105,0.25434108852,0.49333333333,0.56000000000
106,0.31497246196,0.48000000000,0.56000000000
107,0.29540341301,0.50666666667,0.60000000000
108,0.28842242132,0.50666666667,0.56000000000
109,0.29158916937,0.48000000000,0.56000000000
110,0.25939992517,0.49333333333,0.56000000000
111,0.27893116823,0.49333333333,0.56000000000
112,0.29536518021,0.49333333333,0.64000000000
113,0.27720093112,0.49333333333,0.56000000000
114,0.23645385473,0.50666666667,0.56000000000
115,0.30261124516,0.49333333333,0.56000000000
116,0.27797104054,0.49333333333,0.56000000000
117,0.27869151674,0.49333333333,0.56000000000
118,0.25319647485,0.48000000000,0.56000000000
119,0.23895037393,0.48000000000,0.56000000000
120,0.24784465258,0.48000000000,0.56000000000
121,0.25407349034,0.48000000000,0.56000000000
122,0.23718293250,0.49333333333,0.56000000000
123,0.22621483648,0.48000000000,0.60000000000
124,0.24520127235,0.49333333333,0.56000000000
125,0.25228873620,0.49333333333,0.60000000000
126,0.24122135808,0.48000000000,0.56000000000
127,0.23641607023,0.49333333333,0.56000000000
128,0.25413928185,0.48000000000,0.56000000000
129,0.23543386520,0.48000000000,0.56000000000
130,0.24298098462,0.48000000000,0.56000000000
131,0.24837517601,0.48000000000,0.56000000000
132,0.24137741462,0.48000000000,0.56000000000
133,0.25261478214,0.49333333333,0.56000000000
134,0.25220571792,0.48000000000,0.56000000000
135,0.24230598771,0.48000000000,0.56000000000
136,0.24896030879,0.49333333333,0.56000000000
137,0.24408335473,0.48000000000,0.56000000000
138,0.24310671196,0.49333333333,0.56000000000
139,0.24065282815,0.48000000000,0.60000000000
140,0.23325207096,0.49333333333,0.56000000000
141,0.25656961091,0.48000000000,0.56000000000
142,0.24960912073,0.48000000000,0.56000000000
143,0.25610330365,0.49333333333,0.56000000000
144,0.24466103434,0.48000000000,0.56000000000
145,0.25733986539,0.48000000000,0.56000000000
146,0.24328309114,0.49333333333,0.56000000000
147,0.24506997277,0.50666666667,0.56000000000
148,0.24045651897,0.48000000000,0.56000000000
149,0.26620713287,0.49333333333,0.56000000000
150,0.24668976528,0.49333333333,0.60000000000
151,0.25243720253,0.49333333333,0.56000000000
152,0.24610988852,0.49333333333,0.56000000000
153,0.24149255284,0.49333333333,0.56000000000
154,0.23021972939,0.48000000000,0.56000000000
155,0.24466893743,0.49333333333,0.56000000000
156,0.25456463492,0.48000000000,0.56000000000
157,0.24656933650,0.49333333333,0.56000000000
158,0.25851313324,0.49333333333,0.56000000000
159,0.24328686213,0.49333333333,0.56000000000
160,0.24858954734,0.49333333333,0.56000000000
161,0.25096556847,0.49333333333,0.56000000000
162,0.23643105195,0.49333333333,0.56000000000
163,0.24783208426,0.50666666667,0.56000000000
164,0.26252834004,0.49333333333,0.56000000000
165,0.22767852116,0.50666666667,0.56000000000
166,0.25246558388,0.49333333333,0.56000000000
167,0.26349535159,0.48000000000,0.56000000000
168,0.24006372908,0.48000000000,0.56000000000
169,0.24831727214,0.49333333333,0.56000000000
170,0.23397348040,0.49333333333,0.56000000000
171,0.25368352493,0.49333333333,0.56000000000
172,0.22311351814,0.48000000000,0.56000000000
173,0.23603074929,0.48000000000,0.56000000000
174,0.25735579669,0.48000000000,0.56000000000
175,0.22905550701,0.48000000000,0.56000000000
176,0.27369518670,0.48000000000,0.56000000000
177,0.21254678789,0.48000000000,0.56000000000
178,0.23205676885,0.49333333333,0.56000000000
179,0.23920004757,0.48000000000,0.56000000000
180,0.23965612796,0.49333333333,0.56000000000
181,0.20531411490,0.49333333333,0.56000000000
182,0.21949912781,0.48000000000,0.56000000000
183,0.20477682898,0.49333333333,0.56000000000
184,0.24188938368,0.50666666667,0.56000000000
185,0.23414426900,0.49333333333,0.56000000000
186,0.24111550405,0.48000000000,0.56000000000
187,0.24354756326,0.49333333333,0.56000000000
188,0.23300303938,0.49333333333,0.56000000000
189,0.22516639447,0.49333333333,0.56000000000
190,0.20785871118,0.49333333333,0.56000000000
191,0.23662589054,0.48000000000,0.56000000000
192,0.23063309373,0.48000000000,0.56000000000
193,0.22798367071,0.48000000000,0.56000000000
194,0.24196497183,0.50666666667,0.56000000000
195,0.21477640813,0.48000000000,0.56000000000
196,0.22191240249,0.49333333333,0.56000000000
197,0.23044045482,0.48000000000,0.56000000000
198,0.21672228296,0.48000000000,0.56000000000
199,0.21448085264,0.49333333333,0.56000000000
200,0.21826030930,0.48000000000,0.56000000000
201,0.23204101570,0.48000000000,0.56000000000
202,0.21435493073,0.48000000000,0.56000000000
203,0.21952393498,0.48000000000,0.56000000000
204,0.23347440767,0.49333333333,0.56000000000
205,0.23860127064,0.48000000000,0.56000000000
206,0.22214107833,0.49333333333,0.56000000000
207,0.23428688001,0.48000000000,0.56000000000
208,0.19870379364,0.49333333333,0.56000000000
209,0.20294482381,0.48000000000,0.56000000000
210,0.23148352640,0.48000000000,0.56000000000
211,0.20687160983,0.48000000000,0.56000000000
212,0.21110083455,0.50666666667,0.56000000000
213,0.20777615649,0.48000000000,0.60000000000
214,0.21292197807,0.49333333333,0.56000000000
215,0.20595135411,0.49333333333,0.56000000000
216,0.22656174330,0.49333333333,0.56000000000
217,0.19842087128,0.49333333333,0.56000000000
218,0.19466514374,0.48000000000,0.60000000000
219,0.23470112082,0.48000000000,0.56000000000
220,0.21049556425,0.49333333333,0.56000000000
221,0.23369934999,0.49333333333,0.56000000000
222,0.21757150393,0.48000000000,0.56000000000
223,0.20891228773,0.49333333333,0.56000000000
224,0.23083598297,0.48000000000,0.56000000000
225,0.21642485426,0.48000000000,0.56000000000
226,0.20960627423,0.48000000000,0.56000000000
227,0.23096755220,0.48000000000,0.56000000000
228,0.19060691304,0.48000000000,0.56000000000
229,0.21469448703,0.49333333333,0.56000000000
230,0.21362843564,0.48000000000,0.56000000000
231,0.20440637016,0.48000000000,0.56000000000
232,0.19843728646,0.48000000000,0.56000000000
233,0.18974849068,0.48000000000,0.56000000000
234,0.23928791751,0.48000000000,0.56000000000
235,0.20932496283,0.49333333333,0.56000000000
236,0.20151682490,0.48000000000,0.56000000000
237,0.21529710117,0.48000000000,0.60000000000
238,0.20681520944,0.48000000000,0.56000000000
239,0.20952044919,0.48000000000,0.56000000000
240,0.20881996133,0.48000000000,0.56000000000
241,0.20635833277,0.48000000000,0.56000000000
242,0.20192480583,0.48000000000,0.56000000000
243,0.20331345187,0.48000000000,0.56000000000
244,0.19256992434,0.49333333333,0.56000000000
245,0.19955113199,0.48000000000,0.56000000000
246,0.19685106624,0.48000000000,0.56000000000
247,0.19284127254,0.48000000000,0.56000000000
248,0.19996744575,0.48000000000,0.56000000000
249,0.22396980070,0.48000000000,0.56000000000
250,0.19657968188,0.48000000000,0.56000000000
251,0.20004883329,0.48000000000,0.56000000000
252,0.20738575253,0.48000000000,0.56000000000
253,0.18419936787,0.48000000000,0.56000000000
254,0.18099884776,0.48000000000,0.56000000000
255,0.19421630899,0.48000000000,0.56000000000
256,0.18301340593,0.48000000000,0.56000000000
257,0.21951689787,0.48000000000,0.56000000000
258,0.20488269002,0.48000000000,0.56000000000
259,0.17768748758,0.48000000000,0.56000000000
260,0.18170979089,0.48000000000,0.56000000000
261,0.19671905483,0.48000000000,0.56000000000
262,0.18942694767,0.48000000000,0.56000000000
263,0.20009711797,0.48000000000,0.56000000000
264,0.18014852076,0.48000000000,0.56000000000
265,0.19008327451,0.48000000000,0.56000000000
266,0.18932975872,0.48000000000,0.56000000000
267,0.19162632202,0.48000000000,0.56000000000
268,0.19613644001,0.48000000000,0.56000000000
269,0.21326978257,0.48000000000,0.56000000000
270,0.21480298493,0.48000000000,0.56000000000
271,0.18906318198,0.48000000000,0.56000000000
272,0.19783906648,0.48000000000,0.56000000000
273,0.19112310752,0.48000000000,0.56000000000
274,0.20009965916,0.48000000000,0.56000000000
275,0.18162307026,0.48000000000,0.56000000000
276,0.17711432572,0.48000000000,0.56000000000
277,0.17570862089,0.48000000000,0.56000000000
278,0.19166917907,0.48000000000,0.56000000000
279,0.16790510192,0.48000000000,0.56000000000
280,0.19361817203,0.48000000000,0.56000000000
281,0.19014604259,0.48000000000,0.56000000000
282,0.17912482571,0.48000000000,0.56000000000
283,0.20525141964,0.48000000000,0.56000000000
284,0.19452479839,0.48000000000,0.56000000000
285,0.20053044208,0.48000000000,0.56000000000
286,0.18144705751,0.48000000000,0.56000000000
287,0.19318736264,0.48000000000,0.56000000000
288,0.18737176752,0.48000000000,0.56000000000
289,0.18863930022,0.48000000000,0.56000000000
290,0.18925465462,0.48000000000,0.56000000000
291,0.19114296016,0.48000000000,0.56000000000
292,0.17091481628,0.48000000000,0.56000000000
293,0.21361445974,0.48000000000,0.56000000000
294,0.17720838449,0.48000000000,0.56000000000
295,0.19099776080,0.48000000000,0.56000000000
296,0.19393098940,0.48000000000,0.56000000000
297,0.17311289806,0.48000000000,0.56000000000
298,0.18206588553,0.48000000000,0.56000000000
299,0.18430929376,0.48000000000,0.56000000000
300,0.17460286654,0.48000000000,0.56000000000
