# iter,cost,accuracy_train,auc_train,accuracy_val,auc_val
0,0.58501836432,0.37333333333,0.13549075391,0.36000000000,0.25000000000
1,0.57837479886,0.40000000000,0.16678520626,0.40000000000,0.10256410256
2,0.62295877165,0.38666666667,0.19665718350,0.52000000000,0.11858974359
3,0.63467684871,0.40000000000,0.12375533428,0.36000000000,0.16025641026
4,0.59450459613,0.45333333333,0.19310099573,0.44000000000,0.06410256410
5,0.61595370741,0.36000000000,0.11166429587,0.40000000000,0.17307692308
6,0.62966055648,0.40000000000,0.12980085349,0.52000000000,0.11538461538
7,0.61117865404,0.42666666667,0.21728307255,0.48000000000,0.25641025641
8,0.62689516202,0.38666666667,0.12908961593,0.48000000000,0.11858974359
9,0.61734189878,0.41333333333,0.23684210526,0.44000000000,0.06089743590
10,0.60929307998,0.37333333333,0.13833570413,0.40000000000,0.10897435897
11,0.58437313596,0.38666666667,0.16678520626,0.40000000000,0.13141025641
12,0.62941901121,0.48000000000,0.20625889047,0.48000000000,0.18589743590
13,0.60134854353,0.29333333333,0.15469416785,0.24000000000,0.01282051282
14,0.59003786938,0.40000000000,0.23150782361,0.40000000000,0.21474358974
15,0.62196471644,0.41333333333,0.22190611664,0.24000000000,0.12179487179
16,0.59436641306,0.37333333333,0.16500711238,0.36000000000,0.09615384615
17,0.58144972364,0.41333333333,0.28520625889,0.40000000000,0.16987179487
18,0.60283361879,0.45333333333,0.39366998578,0.44000000000,0.17948717949
19,0.56205675091,0.41333333333,0.33428165007,0.40000000000,0.25000000000
20,0.58659440922,0.44000000000,0.23293029872,0.48000000000,0.29166666667
21,0.56066420179,0.38666666667,0.19381223329,0.32000000000,0.22435897436
22,0.55801814852,0.44000000000,0.33143669986,0.44000000000,0.23076923077
23,0.54758204504,0.41333333333,0.22937411095,0.36000000000,0.12500000000
24,0.57056159367,0.34666666667,0.26031294452,0.44000000000,0.30128205128
25,0.54766397492,0.46666666667,0.28200568990,0.40000000000,0.16987179487
26,0.53819215393,0.41333333333,0.34886201991,0.32000000000,0.23397435897
27,0.56510454639,0.44000000000,0.28236130868,0.40000000000,0.17948717949
28,0.56933373637,0.45333333333,0.26920341394,0.32000000000,0.17307692308
29,0.55695266043,0.48000000000,0.36308677098,0.48000000000,0.33333333333
30,0.54050035064,0.45333333333,0.20554765292,0.44000000000,0.38782051282
31,0.54532696430,0.41333333333,0.30156472262,0.48000000000,0.30769230769
32,0.52667774513,0.41333333333,0.30903271693,0.44000000000,0.06089743590
33,0.55070536928,0.50666666667,0.40611664296,0.36000000000,0.27564102564
34,0.50584147271,0.45333333333,0.26813655761,0.56000000000,0.50641025641
35,0.53689817075,0.49333333333,0.39046941679,0.48000000000,0.34615384615
36,0.50992127509,0.49333333333,0.43385490754,0.48000000000,0.33653846154
37,0.51428753448,0.46666666667,0.27773826458,0.48000000000,0.47756410256
38,0.50489043152,0.45333333333,0.33605974395,0.40000000000,0.16346153846
39,0.49279308791,0.44000000000,0.33250355619,0.48000000000,0.45512820513
40,0.50361377026,0.48000000000,0.41287339972,0.36000000000,0.29807692308
41,0.50244040875,0.50666666667,0.47901849218,0.44000000000,0.36217948718
42,0.49955397227,0.52000000000,0.39544807966,0.52000000000,0.48397435897
43,0.50996511566,0.48000000000,0.40860597440,0.52000000000,0.39743589744
44,0.50493155607,0.53333333333,0.46941678521,0.36000000000,0.28205128205
45,0.50390657243,0.53333333333,0.56472261735,0.64000000000,0.70512820513
46,0.49867707773,0.49333333333,0.44203413940,0.56000000000,0.61858974359
47,0.49411028158,0.56000000000,0.63584637269,0.44000000000,0.33333333333
48,0.50195688919,0.62666666667,0.68421052632,0.60000000000,0.69871794872
